station,avg_arr_delay,train_no,days,type
BOTAD JN,0.0,22935,Tue,SUPERFAST
DHOLA JN,1.0,22935,Tue,SUPERFAST
SONGADH,4.0,22935,Tue,SUPERFAST
SIHOR GUJARAT,0.0,22935,Tue,SUPERFAST
PALITANA,0.0,22935,Tue,SUPERFAST
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,17411,Daily,MAIL EXPRESS
DADAR,6.0,17411,Daily,MAIL EXPRESS
THANE,33.0,17411,Daily,MAIL EXPRESS
KALYAN JN,36.0,17411,Daily,MAIL EXPRESS
KARJAT,34.0,17411,Daily,MAIL EXPRESS
PUNE JN,46.0,17411,Daily,MAIL EXPRESS
SATARA,48.0,17411,Daily,MAIL EXPRESS
KARAD,65.0,17411,Daily,MAIL EXPRESS
TAKARI,76.0,17411,Daily,MAIL EXPRESS
KIRLOSKARVADI,74.0,17411,Daily,MAIL EXPRESS
SANGLI,71.0,17411,Daily,MAIL EXPRESS
MIRAJ JN.,67.0,17411,Daily,MAIL EXPRESS
JAYASINGPUR,69.0,17411,Daily,MAIL EXPRESS
HATKANANGALE,69.0,17411,Daily,MAIL EXPRESS
KOLHAPUR,29.0,17411,Daily,MAIL EXPRESS
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,12598,Wed,SUPERFAST
KALYAN JN,120.0,12598,Wed,SUPERFAST
BHUSAVAL JN,159.0,12598,Wed,SUPERFAST
ITARSI JN,91.0,12598,Wed,SUPERFAST
BHOPAL,80.0,12598,Wed,SUPERFAST
VIRANGANA LAKSHMIBAI JHANSI,100.0,12598,Wed,SUPERFAST
ORAI,124.0,12598,Wed,SUPERFAST
KANPUR CENTRAL,49.0,12598,Wed,SUPERFAST
LUCKNOW,141.0,12598,Wed,SUPERFAST
GONDA JN,140.0,12598,Wed,SUPERFAST
BASTI,169.0,12598,Wed,SUPERFAST
KHALILABAD,166.0,12598,Wed,SUPERFAST
GORAKHPUR JN,141.0,12598,Wed,SUPERFAST
BANDRA TERMINUS,0.0,12979,"Tue,Thu,Sat",SUPERFAST
ANDHERI,10.0,12979,"Tue,Thu,Sat",SUPERFAST
BORIVALI,17.0,12979,"Tue,Thu,Sat",SUPERFAST
PALGHAR,8.0,12979,"Tue,Thu,Sat",SUPERFAST
VAPI,9.0,12979,"Tue,Thu,Sat",SUPERFAST
VALSAD,7.0,12979,"Tue,Thu,Sat",SUPERFAST
NAVSARI,6.0,12979,"Tue,Thu,Sat",SUPERFAST
SURAT,2.0,12979,"Tue,Thu,Sat",SUPERFAST
VADODARA JN,3.0,12979,"Tue,Thu,Sat",SUPERFAST
GODHRA JN,18.0,12979,"Tue,Thu,Sat",SUPERFAST
DAHOD,21.0,12979,"Tue,Thu,Sat",SUPERFAST
MEGHNAGAR,22.0,12979,"Tue,Thu,Sat",SUPERFAST
RATLAM JN,8.0,12979,"Tue,Thu,Sat",SUPERFAST
NAGDA JN,0.0,12979,"Tue,Thu,Sat",SUPERFAST
KOTA JN,4.0,12979,"Tue,Thu,Sat",SUPERFAST
SAWAI MADHOPUR,0.0,12979,"Tue,Thu,Sat",SUPERFAST
DURGAPURA,2.0,12979,"Tue,Thu,Sat",SUPERFAST
JAIPUR JN.,0.0,12979,"Tue,Thu,Sat",SUPERFAST
BANDRA TERMINUS,0.0,22451,"Mon,Thu",SUPERFAST
BORIVALI,15.0,22451,"Mon,Thu",SUPERFAST
SURAT,7.0,22451,"Mon,Thu",SUPERFAST
BHARUCH JN,10.0,22451,"Mon,Thu",SUPERFAST
VADODARA JN,9.0,22451,"Mon,Thu",SUPERFAST
ANAND JN,18.0,22451,"Mon,Thu",SUPERFAST
AHMEDABAD JN,0.0,22451,"Mon,Thu",SUPERFAST
MAHESANA JN,14.0,22451,"Mon,Thu",SUPERFAST
PALANPUR JN,0.0,22451,"Mon,Thu",SUPERFAST
ABU ROAD,1.0,22451,"Mon,Thu",SUPERFAST
FALNA,0.0,22451,"Mon,Thu",SUPERFAST
MARWAR JN,0.0,22451,"Mon,Thu",SUPERFAST
AJMER JN,0.0,22451,"Mon,Thu",SUPERFAST
KISHANGARH,1.0,22451,"Mon,Thu",SUPERFAST
PHULERA,0.0,22451,"Mon,Thu",SUPERFAST
RENWAL,6.0,22451,"Mon,Thu",SUPERFAST
RINGAS JN,0.0,22451,"Mon,Thu",SUPERFAST
SHRI MADHOPUR,6.0,22451,"Mon,Thu",SUPERFAST
NIM KA THANA,8.0,22451,"Mon,Thu",SUPERFAST
NARNAUL,7.0,22451,"Mon,Thu",SUPERFAST
REWARI JN.,0.0,22451,"Mon,Thu",SUPERFAST
GURGAON,0.0,22451,"Mon,Thu",SUPERFAST
DELHI CANTT,0.0,22451,"Mon,Thu",SUPERFAST
PANIPAT JN,37.0,22451,"Mon,Thu",SUPERFAST
KARNAL,40.0,22451,"Mon,Thu",SUPERFAST
AMBALA CANT JN,3.0,22451,"Mon,Thu",SUPERFAST
CHANDIGARH,15.0,22451,"Mon,Thu",SUPERFAST
MUMBAI CENTRAL,0.0,22953,Daily,SUPERFAST
DADAR,4.0,22953,Daily,SUPERFAST
BORIVALI,14.0,22953,Daily,SUPERFAST
BOISAR,19.0,22953,Daily,SUPERFAST
DAHANU ROAD,18.0,22953,Daily,SUPERFAST
UMBARGAM ROAD,16.0,22953,Daily,SUPERFAST
BHILAD,12.0,22953,Daily,SUPERFAST
VAPI,12.0,22953,Daily,SUPERFAST
UDVADA,13.0,22953,Daily,SUPERFAST
VALSAD,15.0,22953,Daily,SUPERFAST
BILIMORA JN,16.0,22953,Daily,SUPERFAST
NAVSARI,16.0,22953,Daily,SUPERFAST
SURAT,4.0,22953,Daily,SUPERFAST
KIM,7.0,22953,Daily,SUPERFAST
KOSAMBA JN,8.0,22953,Daily,SUPERFAST
ANKLESHWAR JN,9.0,22953,Daily,SUPERFAST
BHARUCH JN,10.0,22953,Daily,SUPERFAST
PALEJ,10.0,22953,Daily,SUPERFAST
MIYAGAM KARJAN,11.0,22953,Daily,SUPERFAST
VADODARA JN,6.0,22953,Daily,SUPERFAST
ANAND JN,5.0,22953,Daily,SUPERFAST
NADIAD JN,4.0,22953,Daily,SUPERFAST
MAHEMADAVAD KHEDA ROAD,9.0,22953,Daily,SUPERFAST
BAREJADI,9.0,22953,Daily,SUPERFAST
AHMEDABAD JN,3.0,22953,Daily,SUPERFAST
LOKMANYATILAK,0.0,11081,Wed,MAIL EXPRESS
KALYAN JN,19.0,11081,Wed,MAIL EXPRESS
NASIK ROAD,12.0,11081,Wed,MAIL EXPRESS
BHUSAVAL JN,0.0,11081,Wed,MAIL EXPRESS
KHANDWA JUNCTION,0.0,11081,Wed,MAIL EXPRESS
PIPARIYA,0.0,11081,Wed,MAIL EXPRESS
NARSINGHPUR,9.0,11081,Wed,MAIL EXPRESS
JABALPUR,3.0,11081,Wed,MAIL EXPRESS
KATNI,10.0,11081,Wed,MAIL EXPRESS
MAIHAR,25.0,11081,Wed,MAIL EXPRESS
SATNA,3.0,11081,Wed,MAIL EXPRESS
MANIKPUR JN,0.0,11081,Wed,MAIL EXPRESS
PRAYAGRAJ CHHEOKI,6.0,11081,Wed,MAIL EXPRESS
MIRZAPUR,1.0,11081,Wed,MAIL EXPRESS
VARANASI,0.0,11081,Wed,MAIL EXPRESS
AUNRIHAR JN.,0.0,11081,Wed,MAIL EXPRESS
MAU JN,0.0,11081,Wed,MAIL EXPRESS
BELTHARA ROAD,0.0,11081,Wed,MAIL EXPRESS
BHATNI JN,13.0,11081,Wed,MAIL EXPRESS
DEORIA SADAR,15.0,11081,Wed,MAIL EXPRESS
GORAKHPUR JN,31.0,11081,Wed,MAIL EXPRESS
LOKMANYATILAK,0.0,22115,Thu,SUPERFAST
THANE,207.0,22115,Thu,SUPERFAST
PANVEL,233.0,22115,Thu,SUPERFAST
CHIPLUN,281.0,22115,Thu,SUPERFAST
RATNAGIRI,261.0,22115,Thu,SUPERFAST
KANKAVLI,355.0,22115,Thu,SUPERFAST
KUDAL,357.0,22115,Thu,SUPERFAST
KARMALI,301.0,22115,Thu,SUPERFAST
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,22105,Daily,SUPERFAST
DADAR,37.0,22105,Daily,SUPERFAST
THANE,38.0,22105,Daily,SUPERFAST
KALYAN JN,42.0,22105,Daily,SUPERFAST
KARJAT,49.0,22105,Daily,SUPERFAST
LONAVALA,50.0,22105,Daily,SUPERFAST
SHIVAJI NAGAR,57.0,22105,Daily,SUPERFAST
PUNE JN,54.0,22105,Daily,SUPERFAST
KALYAN JN,6.0,15548,Wed,SUPERFAST
MANMAD JN,22.0,15548,Wed,SUPERFAST
BHUSAVAL JN,25.0,15548,Wed,SUPERFAST
KHANDWA JUNCTION,7.0,15548,Wed,SUPERFAST
ITARSI JN,3.0,15548,Wed,SUPERFAST
JABALPUR,26.0,15548,Wed,SUPERFAST
KATNI,25.0,15548,Wed,SUPERFAST
SATNA,12.0,15548,Wed,SUPERFAST
PRAYAGRAJ CHHEOKI,0.0,15548,Wed,SUPERFAST
MIRZAPUR,19.0,15548,Wed,SUPERFAST
PT.DEEN DAYAL UPADHYAYA JN.,0.0,15548,Wed,SUPERFAST
PATLIPUTRA,3.0,15548,Wed,SUPERFAST
HAJIPUR JN,0.0,15548,Wed,SUPERFAST
MUZAFFARPUR JN,0.0,15548,Wed,SUPERFAST
SITAMARHI,0.0,15548,Wed,SUPERFAST
BAIRAGNIA,9.0,15548,Wed,SUPERFAST
RAXAUL JN,15.0,15548,Wed,SUPERFAST
LOKMANYATILAK,0.0,12141,Daily,SUPERFAST
THANE,43.0,12141,Daily,SUPERFAST
KALYAN JN,53.0,12141,Daily,SUPERFAST
NASIK ROAD,64.0,12141,Daily,SUPERFAST
MANMAD JN,62.0,12141,Daily,SUPERFAST
JALGAON JN,77.0,12141,Daily,SUPERFAST
BHUSAVAL JN,59.0,12141,Daily,SUPERFAST
ITARSI JN,30.0,12141,Daily,SUPERFAST
JABALPUR,44.0,12141,Daily,SUPERFAST
SATNA,34.0,12141,Daily,SUPERFAST
PRAYAGRAJ CHHEOKI,34.0,12141,Daily,SUPERFAST
PT.DEEN DAYAL UPADHYAYA JN.,3.0,12141,Daily,SUPERFAST
ZAMANIA,15.0,12141,Daily,SUPERFAST
BUXAR,17.0,12141,Daily,SUPERFAST
ARA,23.0,12141,Daily,SUPERFAST
DANAPUR,21.0,12141,Daily,SUPERFAST
PATLIPUTRA,0.0,12141,Daily,SUPERFAST
BANDRA TERMINUS,0.0,22927,Daily,SUPERFAST
ANDHERI,6.0,22927,Daily,SUPERFAST
BORIVALI,19.0,22927,Daily,SUPERFAST
VIRAR,18.0,22927,Daily,SUPERFAST
PALGHAR,17.0,22927,Daily,SUPERFAST
BOISAR,14.0,22927,Daily,SUPERFAST
DAHANU ROAD,13.0,22927,Daily,SUPERFAST
UMBARGAM ROAD,11.0,22927,Daily,SUPERFAST
VAPI,15.0,22927,Daily,SUPERFAST
VALSAD,7.0,22927,Daily,SUPERFAST
BILIMORA JN,15.0,22927,Daily,SUPERFAST
NAVSARI,20.0,22927,Daily,SUPERFAST
SURAT,14.0,22927,Daily,SUPERFAST
KOSAMBA JN,17.0,22927,Daily,SUPERFAST
BHARUCH JN,21.0,22927,Daily,SUPERFAST
VADODARA JN,20.0,22927,Daily,SUPERFAST
ANAND JN,20.0,22927,Daily,SUPERFAST
NADIAD JN,23.0,22927,Daily,SUPERFAST
MAHEMADAVAD KHEDA ROAD,24.0,22927,Daily,SUPERFAST
AHMEDABAD JN,9.0,22927,Daily,SUPERFAST
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,11009,Daily,MAIL EXPRESS
DADAR,6.0,11009,Daily,MAIL EXPRESS
THANE,7.0,11009,Daily,MAIL EXPRESS
KALYAN JN,15.0,11009,Daily,MAIL EXPRESS
KARJAT,12.0,11009,Daily,MAIL EXPRESS
LONAVALA,21.0,11009,Daily,MAIL EXPRESS
CHINCHVAD,30.0,11009,Daily,MAIL EXPRESS
PIMPRI,33.0,11009,Daily,MAIL EXPRESS
KHADKI,36.0,11009,Daily,MAIL EXPRESS
SHIVAJI NAGAR,30.0,11009,Daily,MAIL EXPRESS
PUNE JN,16.0,11009,Daily,MAIL EXPRESS
DADAR,0.0,12901,Daily,SUPERFAST
BORIVALI,23.0,12901,Daily,SUPERFAST
PALGHAR,20.0,12901,Daily,SUPERFAST
VALSAD,26.0,12901,Daily,SUPERFAST
NAVSARI,29.0,12901,Daily,SUPERFAST
SURAT,17.0,12901,Daily,SUPERFAST
BHARUCH JN,17.0,12901,Daily,SUPERFAST
VADODARA JN,23.0,12901,Daily,SUPERFAST
ANAND JN,28.0,12901,Daily,SUPERFAST
NADIAD JN,31.0,12901,Daily,SUPERFAST
MAHEMADAVAD KHEDA ROAD,25.0,12901,Daily,SUPERFAST
AHMEDABAD JN,0.0,12901,Daily,SUPERFAST
LOKMANYATILAK,0.0,12161,Fri,SUPERFAST
THANE,10.0,12161,Fri,SUPERFAST
KALYAN JN,11.0,12161,Fri,SUPERFAST
NASIK ROAD,32.0,12161,Fri,SUPERFAST
MANMAD JN,19.0,12161,Fri,SUPERFAST
JALGAON JN,47.0,12161,Fri,SUPERFAST
BHUSAVAL JN,27.0,12161,Fri,SUPERFAST
BURHANPUR,30.0,12161,Fri,SUPERFAST
KHANDWA JUNCTION,4.0,12161,Fri,SUPERFAST
HARDA,12.0,12161,Fri,SUPERFAST
TIMARNI,16.0,12161,Fri,SUPERFAST
ITARSI JN,28.0,12161,Fri,SUPERFAST
RANI KAMALAPATI,8.0,12161,Fri,SUPERFAST
BINA JN,0.0,12161,Fri,SUPERFAST
VIRANGANA LAKSHMIBAI JHANSI,0.0,12161,Fri,SUPERFAST
DABRA,75.0,12161,Fri,SUPERFAST
GWALIOR,113.0,12161,Fri,SUPERFAST
MORENA,153.0,12161,Fri,SUPERFAST
AGRA CANTT,103.0,12161,Fri,SUPERFAST
LOKMANYATILAK,0.0,15945,"Wed,Sat",MAIL EXPRESS
KALYAN JN,17.0,15945,"Wed,Sat",MAIL EXPRESS
NASIK ROAD,10.0,15945,"Wed,Sat",MAIL EXPRESS
MANMAD JN,10.0,15945,"Wed,Sat",MAIL EXPRESS
BHUSAVAL JN,0.0,15945,"Wed,Sat",MAIL EXPRESS
BURHANPUR,9.0,15945,"Wed,Sat",MAIL EXPRESS
KHANDWA JUNCTION,3.0,15945,"Wed,Sat",MAIL EXPRESS
HARDA,8.0,15945,"Wed,Sat",MAIL EXPRESS
ITARSI JN,0.0,15945,"Wed,Sat",MAIL EXPRESS
JABALPUR,11.0,15945,"Wed,Sat",MAIL EXPRESS
KATNI,31.0,15945,"Wed,Sat",MAIL EXPRESS
SATNA,30.0,15945,"Wed,Sat",MAIL EXPRESS
PRAYAGRAJ CHHEOKI,0.0,15945,"Wed,Sat",MAIL EXPRESS
MIRZAPUR,5.0,15945,"Wed,Sat",MAIL EXPRESS
PT.DEEN DAYAL UPADHYAYA JN.,0.0,15945,"Wed,Sat",MAIL EXPRESS
DILDARNAGAR JN,0.0,15945,"Wed,Sat",MAIL EXPRESS
BUXAR,0.0,15945,"Wed,Sat",MAIL EXPRESS
DUMRAON,2.0,15945,"Wed,Sat",MAIL EXPRESS
ARA,0.0,15945,"Wed,Sat",MAIL EXPRESS
DANAPUR,13.0,15945,"Wed,Sat",MAIL EXPRESS
PATNA JN,6.0,15945,"Wed,Sat",MAIL EXPRESS
PATNA SAHEB,22.0,15945,"Wed,Sat",MAIL EXPRESS
BAKHTIYARPUR JN,33.0,15945,"Wed,Sat",MAIL EXPRESS
BARH,35.0,15945,"Wed,Sat",MAIL EXPRESS
MOKAMA,29.0,15945,"Wed,Sat",MAIL EXPRESS
NEW BARAUNI JN.,0.0,15945,"Wed,Sat",MAIL EXPRESS
BEGUSARAI,7.0,15945,"Wed,Sat",MAIL EXPRESS
KHAGARIA JN.,0.0,15945,"Wed,Sat",MAIL EXPRESS
MANSI JN,11.0,15945,"Wed,Sat",MAIL EXPRESS
THANA BIHPUR JN,25.0,15945,"Wed,Sat",MAIL EXPRESS
NAUGACHIA,25.0,15945,"Wed,Sat",MAIL EXPRESS
KATIHAR JN,66.0,15945,"Wed,Sat",MAIL EXPRESS
BARSOI JN,101.0,15945,"Wed,Sat",MAIL EXPRESS
KISHANGANJ,134.0,15945,"Wed,Sat",MAIL EXPRESS
NEW JALPAIGURI,146.0,15945,"Wed,Sat",MAIL EXPRESS
DHUPGURI,127.0,15945,"Wed,Sat",MAIL EXPRESS
NEW COOCH BEHAR,122.0,15945,"Wed,Sat",MAIL EXPRESS
NEW ALIPURDUAR,130.0,15945,"Wed,Sat",MAIL EXPRESS
KOKRAJHAR,140.0,15945,"Wed,Sat",MAIL EXPRESS
NEW BONGAIGAON,109.0,15945,"Wed,Sat",MAIL EXPRESS
BARPETA ROAD,116.0,15945,"Wed,Sat",MAIL EXPRESS
RANGIYA JN.,123.0,15945,"Wed,Sat",MAIL EXPRESS
KAMAKHYA,111.0,15945,"Wed,Sat",MAIL EXPRESS
GUWAHATI,112.0,15945,"Wed,Sat",MAIL EXPRESS
HOJAI,120.0,15945,"Wed,Sat",MAIL EXPRESS
LUMDING JN,106.0,15945,"Wed,Sat",MAIL EXPRESS
DIPHU,117.0,15945,"Wed,Sat",MAIL EXPRESS
DIMAPUR,130.0,15945,"Wed,Sat",MAIL EXPRESS
FURKATING JN,108.0,15945,"Wed,Sat",MAIL EXPRESS
MARIANI JN,118.0,15945,"Wed,Sat",MAIL EXPRESS
SIMALUGURI JN,144.0,15945,"Wed,Sat",MAIL EXPRESS
NEW TINSUKIA,142.0,15945,"Wed,Sat",MAIL EXPRESS
DIBRUGARH,98.0,15945,"Wed,Sat",MAIL EXPRESS
BANDRA TERMINUS,0.0,19091,Mon,MAIL EXPRESS
BORIVALI,24.0,19091,Mon,MAIL EXPRESS
VAPI,7.0,19091,Mon,MAIL EXPRESS
SURAT,3.0,19091,Mon,MAIL EXPRESS
VADODARA JN,7.0,19091,Mon,MAIL EXPRESS
DAHOD,2.0,19091,Mon,MAIL EXPRESS
RATLAM JN,0.0,19091,Mon,MAIL EXPRESS
NAGDA JN,2.0,19091,Mon,MAIL EXPRESS
UJJAIN JN,1.0,19091,Mon,MAIL EXPRESS
SHUJALPUR,18.0,19091,Mon,MAIL EXPRESS
SANT HIRDARAM NAGAR,0.0,19091,Mon,MAIL EXPRESS
VIDISHA,0.0,19091,Mon,MAIL EXPRESS
BINA JN,0.0,19091,Mon,MAIL EXPRESS
SAUGOR,20.0,19091,Mon,MAIL EXPRESS
DAMOH,22.0,19091,Mon,MAIL EXPRESS
KATNI MURWARA,21.0,19091,Mon,MAIL EXPRESS
MAIHAR,21.0,19091,Mon,MAIL EXPRESS
SATNA,20.0,19091,Mon,MAIL EXPRESS
PRAYAGRAJ CHHEOKI,0.0,19091,Mon,MAIL EXPRESS
VARANASI,0.0,19091,Mon,MAIL EXPRESS
MAU JN,22.0,19091,Mon,MAIL EXPRESS
BHATNI JN,18.0,19091,Mon,MAIL EXPRESS
DEORIA SADAR,38.0,19091,Mon,MAIL EXPRESS
GORAKHPUR JN,0.0,19091,Mon,MAIL EXPRESS
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,11011,Daily,MAIL EXPRESS
DADAR,6.0,11011,Daily,MAIL EXPRESS
THANE,7.0,11011,Daily,MAIL EXPRESS
KALYAN JN,8.0,11011,Daily,MAIL EXPRESS
IGATPURI,16.0,11011,Daily,MAIL EXPRESS
NASIK ROAD,37.0,11011,Daily,MAIL EXPRESS
NIPHAD,49.0,11011,Daily,MAIL EXPRESS
LASALGAON,58.0,11011,Daily,MAIL EXPRESS
MANMAD JN,30.0,11011,Daily,MAIL EXPRESS
NANDGAON,44.0,11011,Daily,MAIL EXPRESS
CHALISGAON JN,0.0,11011,Daily,MAIL EXPRESS
JAMDHA,4.0,11011,Daily,MAIL EXPRESS
SHIRUD,0.0,11011,Daily,MAIL EXPRESS
DHULE,0.0,11011,Daily,MAIL EXPRESS
BANDRA TERMINUS,0.0,22975,Thu,SUPERFAST
BORIVALI,4.0,22975,Thu,SUPERFAST
VAPI,1.0,22975,Thu,SUPERFAST
SURAT,5.0,22975,Thu,SUPERFAST
BHARUCH JN,24.0,22975,Thu,SUPERFAST
VADODARA JN,1.0,22975,Thu,SUPERFAST
GODHRA JN,0.0,22975,Thu,SUPERFAST
DAHOD,2.0,22975,Thu,SUPERFAST
RATLAM JN,4.0,22975,Thu,SUPERFAST
NAGDA JN,0.0,22975,Thu,SUPERFAST
SHAMGARH,23.0,22975,Thu,SUPERFAST
RAMGANJ MANDI,30.0,22975,Thu,SUPERFAST
KOTA JN,17.0,22975,Thu,SUPERFAST
SAWAI MADHOPUR,19.0,22975,Thu,SUPERFAST
GANGAPUR CITY,36.0,22975,Thu,SUPERFAST
BHARATPUR JN,28.0,22975,Thu,SUPERFAST
ACHHNERA JN,8.0,22975,Thu,SUPERFAST
MATHURA JN.,0.0,22975,Thu,SUPERFAST
HATHRAS CITY,2.0,22975,Thu,SUPERFAST
KASGANJ,6.0,22975,Thu,SUPERFAST
BADAUN,12.0,22975,Thu,SUPERFAST
BAREILLY JN,6.0,22975,Thu,SUPERFAST
BAREILLY CITY,8.0,22975,Thu,SUPERFAST
IZZATNAGAR JN,5.0,22975,Thu,SUPERFAST
BAHERI,3.0,22975,Thu,SUPERFAST
KICHHA,0.0,22975,Thu,SUPERFAST
LALKUA JN.,4.0,22975,Thu,SUPERFAST
BAZPUR,0.0,22975,Thu,SUPERFAST
KASHIPUR,0.0,22975,Thu,SUPERFAST
RAMNAGAR,0.0,22975,Thu,SUPERFAST
BANDRA TERMINUS,0.0,19009,Fri,MAIL EXPRESS
BORIVALI,20.0,19009,Fri,MAIL EXPRESS
VAPI,22.0,19009,Fri,MAIL EXPRESS
VALSAD,20.0,19009,Fri,MAIL EXPRESS
SURAT,7.0,19009,Fri,MAIL EXPRESS
ANKLESHWAR JN,8.0,19009,Fri,MAIL EXPRESS
VADODARA JN,4.0,19009,Fri,MAIL EXPRESS
ANAND JN,0.0,19009,Fri,MAIL EXPRESS
NADIAD JN,0.0,19009,Fri,MAIL EXPRESS
AHMEDABAD JN,0.0,19009,Fri,MAIL EXPRESS
MAHESANA JN,3.0,19009,Fri,MAIL EXPRESS
PATAN,4.0,19009,Fri,MAIL EXPRESS
BHILDI JN.,0.0,19009,Fri,MAIL EXPRESS
RANIWARA,10.0,19009,Fri,MAIL EXPRESS
MARWAR BHINMAL,24.0,19009,Fri,MAIL EXPRESS
MODRAN,25.0,19009,Fri,MAIL EXPRESS
JALOR,27.0,19009,Fri,MAIL EXPRESS
MOKALSAR,51.0,19009,Fri,MAIL EXPRESS
SAMDHARI JN,27.0,19009,Fri,MAIL EXPRESS
BALOTRA JN.,42.0,19009,Fri,MAIL EXPRESS
BAYTU,41.0,19009,Fri,MAIL EXPRESS
BARMER,8.0,19009,Fri,MAIL EXPRESS
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,22223,"Mon,Wed,Thu,Fri,Sat,Sun",VANDE BHARAT
KALYAN JN,20.0,22223,"Mon,Wed,Thu,Fri,Sat,Sun",VANDE BHARAT
NASIK ROAD,28.0,22223,"Mon,Wed,Thu,Fri,Sat,Sun",VANDE BHARAT
SAINAGAR SHIRDI,1.0,22223,"Mon,Wed,Thu,Fri,Sat,Sun",VANDE BHARAT
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,16351,"Mon,Fri",MAIL EXPRESS
DADAR,5.0,16351,"Mon,Fri",MAIL EXPRESS
THANE,9.0,16351,"Mon,Fri",MAIL EXPRESS
KALYAN JN,27.0,16351,"Mon,Fri",MAIL EXPRESS
KARJAT,13.0,16351,"Mon,Fri",MAIL EXPRESS
LONAVALA,23.0,16351,"Mon,Fri",MAIL EXPRESS
PUNE JN,34.0,16351,"Mon,Fri",MAIL EXPRESS
DAUND JN,38.0,16351,"Mon,Fri",MAIL EXPRESS
KURDUVADI JN.,39.0,16351,"Mon,Fri",MAIL EXPRESS
SOLAPUR JN,48.0,16351,"Mon,Fri",MAIL EXPRESS
KALABURAGI,30.0,16351,"Mon,Fri",MAIL EXPRESS
SHAHABAD,31.0,16351,"Mon,Fri",MAIL EXPRESS
WADI,0.0,16351,"Mon,Fri",MAIL EXPRESS
YADGIR,0.0,16351,"Mon,Fri",MAIL EXPRESS
RAICHUR,13.0,16351,"Mon,Fri",MAIL EXPRESS
MANTHRALAYAM RD,13.0,16351,"Mon,Fri",MAIL EXPRESS
ADONI,26.0,16351,"Mon,Fri",MAIL EXPRESS
GUNTAKAL JN,28.0,16351,"Mon,Fri",MAIL EXPRESS
TADIPATRI,30.0,16351,"Mon,Fri",MAIL EXPRESS
YERRAGUNTLA,22.0,16351,"Mon,Fri",MAIL EXPRESS
CUDDAPAH,19.0,16351,"Mon,Fri",MAIL EXPRESS
RENIGUNTA JN,0.0,16351,"Mon,Fri",MAIL EXPRESS
TIRUTTANI,0.0,16351,"Mon,Fri",MAIL EXPRESS
ARAKKONAM,0.0,16351,"Mon,Fri",MAIL EXPRESS
KANCHIPURAM,3.0,16351,"Mon,Fri",MAIL EXPRESS
CHENGALPATTU,8.0,16351,"Mon,Fri",MAIL EXPRESS
MELMARUVATHUR,18.0,16351,"Mon,Fri",MAIL EXPRESS
TINDIVANAM,10.0,16351,"Mon,Fri",MAIL EXPRESS
VILLUPURAM JN,9.0,16351,"Mon,Fri",MAIL EXPRESS
VRIDDHACHALAM JN,17.0,16351,"Mon,Fri",MAIL EXPRESS
ARIYALUR,14.0,16351,"Mon,Fri",MAIL EXPRESS
SRIRANGAM,15.0,16351,"Mon,Fri",MAIL EXPRESS
TIRUCHCHIRAPPALLI JN.,0.0,16351,"Mon,Fri",MAIL EXPRESS
DINDIGUL JN,4.0,16351,"Mon,Fri",MAIL EXPRESS
MADURAI JN,11.0,16351,"Mon,Fri",MAIL EXPRESS
VIRUDUNAGAR JN,12.0,16351,"Mon,Fri",MAIL EXPRESS
SATUR,11.0,16351,"Mon,Fri",MAIL EXPRESS
KOVILPATTI,12.0,16351,"Mon,Fri",MAIL EXPRESS
TIRUNELVELI JN,0.0,16351,"Mon,Fri",MAIL EXPRESS
NANGUNERI,1.0,16351,"Mon,Fri",MAIL EXPRESS
VALLIYUR,3.0,16351,"Mon,Fri",MAIL EXPRESS
NAGERCOIL JUNCTION,0.0,16351,"Mon,Fri",MAIL EXPRESS
BANDRA TERMINUS,0.0,22917,Wed,SUPERFAST
BORIVALI,0.0,22917,Wed,SUPERFAST
BOISAR,6.0,22917,Wed,SUPERFAST
VAPI,5.0,22917,Wed,SUPERFAST
VALSAD,6.0,22917,Wed,SUPERFAST
NAVSARI,5.0,22917,Wed,SUPERFAST
SURAT,1.0,22917,Wed,SUPERFAST
BHARUCH JN,24.0,22917,Wed,SUPERFAST
VADODARA JN,1.0,22917,Wed,SUPERFAST
RATLAM JN,0.0,22917,Wed,SUPERFAST
BHAWANI MANDI,2.0,22917,Wed,SUPERFAST
RAMGANJ MANDI,7.0,22917,Wed,SUPERFAST
KOTA JN,0.0,22917,Wed,SUPERFAST
SAWAI MADHOPUR,5.0,22917,Wed,SUPERFAST
GANGAPUR CITY,1.0,22917,Wed,SUPERFAST
HINDAUN CITY,6.0,22917,Wed,SUPERFAST
BHARATPUR JN,0.0,22917,Wed,SUPERFAST
MATHURA JN.,0.0,22917,Wed,SUPERFAST
FARIDABAD,8.0,22917,Wed,SUPERFAST
HAZRAT NIZAMUDDIN JN,6.0,22917,Wed,SUPERFAST
GHAZIABAD,21.0,22917,Wed,SUPERFAST
MEERUT CITY,51.0,22917,Wed,SUPERFAST
